R1,R2,erro
0.01,0.01,0.08774818420410094
0.01,0.02,0.08790140787760355
0.01,0.03,0.08805018107096292
0.01,0.04,0.08819577534993428
0.01,0.05,0.08833755493164
0.01,0.06,0.0884748840332025
0.01,0.07,0.08861030578613219
0.01,0.08,0.08874191284179625
0.01,0.09,0.0888709767659499
0.01,0.1,0.08899686177571553
0.01,0.11,0.08912083943684834
0.01,0.12,0.08924227396647073
0.01,0.13,0.08936052958170511
0.01,0.14,0.08947814941406187
0.01,0.15,0.08959322611490823
0.01,0.16,0.08970703124999937
0.01,0.17,0.08981892903645772
0.01,0.18,0.08992891947428323
0.01,0.19,0.09003636678059834
0.01,0.2,0.09014381408691344
0.02,0.01,0.08747543334960875
0.02,0.02,0.08762992858886656
0.02,0.03,0.08777933756510355
0.02,0.04,0.0879255676269525
0.02,0.05,0.08806861877441344
0.02,0.06,0.08820912679036397
0.02,0.07,0.08834454854329366
0.02,0.08,0.08847679138183531
0.02,0.09,0.08860776265462178
0.02,0.1,0.0887336476643874
0.02,0.11,0.08885953267415303
0.02,0.12,0.08898160298665303
0.02,0.13,0.08910176595052022
0.02,0.14,0.08922002156575459
0.02,0.15,0.08933700561523375
0.02,0.16,0.0894514465332025
0.02,0.17,0.08956398010253844
0.02,0.18,0.08967524210611917
0.02,0.19,0.08978332519531187
0.02,0.2,0.08989140828450459
0.03,0.01,0.08720967610677022
0.03,0.02,0.08736607869466084
0.03,0.03,0.08751803080240823
0.03,0.04,0.0876655324300124
0.03,0.05,0.08780921936035094
0.03,0.06,0.08794909159342386
0.03,0.07,0.08808578491210875
0.03,0.08,0.08822057088216084
0.03,0.09,0.08835090637206969
0.03,0.1,0.08847869873046812
0.03,0.11,0.08860458374023375
0.03,0.12,0.08872919718424417
0.03,0.13,0.08885063171386656
0.03,0.14,0.08897015889485616
0.03,0.15,0.08908777872721292
0.03,0.16,0.08920285542805928
0.03,0.17,0.08931666056315042
0.03,0.18,0.08942919413248636
0.03,0.19,0.08953918457031187
