R1,R2,erro
0.01,0.01,0.07701744079589781
0.01,0.02,0.07715794881184834
0.01,0.03,0.07729527791341084
0.01,0.04,0.07742942810058531
0.01,0.05,0.07756039937337178
0.01,0.06,0.07768755594889261
0.01,0.07,0.07781344095865823
0.01,0.08,0.07793487548828062
0.01,0.09,0.07805503845214781
0.01,0.1,0.07817265828450459
0.01,0.11,0.07828709920247334
0.01,0.12,0.07839963277180928
0.01,0.13,0.07851089477539
0.01,0.14,0.07861961364746031
0.01,0.15,0.07872578938802022
0.01,0.16,0.07883196512858011
0.01,0.17,0.07893559773762959
0.01,0.18,0.07903605143229105
0.01,0.19,0.0791365051269525
0.01,0.2,0.07923568725585875
0.02,0.01,0.0767097218831374
0.02,0.02,0.07685277303059834
0.02,0.03,0.07699073791503844
0.02,0.04,0.07712679545084573
0.02,0.05,0.07725713094075459
0.02,0.06,0.07738683064778584
0.02,0.07,0.07751271565755147
0.02,0.08,0.07763605753580667
0.02,0.09,0.07775622049967386
0.02,0.1,0.07787574768066344
0.02,0.11,0.077992095947265
0.02,0.12,0.07810526529947855
0.02,0.13,0.07821716308593687
0.02,0.14,0.0783271535237624
0.02,0.15,0.0784346008300775
0.02,0.16,0.0785407765706374
0.02,0.17,0.07864631652831969
0.02,0.18,0.07874867757161397
0.02,0.19,0.07884976704915303
0.02,0.2,0.07894831339518167
0.03,0.01,0.07641344706217386
0.03,0.02,0.0765564982096348
0.03,0.03,0.07669700622558531
0.03,0.04,0.076832427978515
0.03,0.05,0.07696530659993428
0.03,0.06,0.07709627787272073
0.03,0.07,0.07722279866536397
0.03,0.08,0.07734741210937437
0.03,0.09,0.07746948242187437
0.03,0.1,0.07758837381998636
0.03,0.11,0.07770535786946553
0.03,0.12,0.07781979878743428
0.03,0.13,0.07793296813964781
0.03,0.14,0.07804359436035094
0.03,0.15,0.07815294901529886
0.03,0.16,0.07826039632161397
0.03,0.17,0.07836466471354105
0.03,0.18,0.07846829732259053
0.03,0.19,0.0785706583658848
0.03,0.2,0.07867174784342386
0.04,0.01,0.07612670898437437
0.04,0.02,0.07627039591471292
0.04,0.03,0.07641153971354105
0.04,0.04,0.07654950459798116
0.04,0.05,0.07668365478515562
0.04,0.06,0.07681399027506448
0.04,0.07,0.07694241841634053
0.04,0.08,0.07706639607747334
0.04,0.09,0.07718973795572855
0.04,0.1,0.07730990091959573
0.04,0.11,0.0774275207519525
0.04,0.12,0.07754386901855406
0.04,0.13,0.07765767415364522
0.04,0.14,0.07776957194010355
0.04,0.15,0.07787956237792906
0.04,0.16,0.07798700968424417
0.04,0.17,0.07809318542480406
0.04,0.18,0.07819808959960875
0.04,0.19,0.07830045064290303
0.04,0.2,0.07840217590331969
0.05,0.01,0.07584823608398375
0.05,0.02,0.0759931945800775
0.05,0.03,0.07613624572753844
0.05,0.04,0.07627357482910094
0.05,0.05,0.07640836079915303
0.05,0.06,0.07654060363769469
0.05,0.07,0.07666903177897073
0.05,0.08,0.07679491678873636
0.05,0.09,0.07691953023274678
0.05,0.1,0.07703969319661397
0.05,0.11,0.07715858459472594
0.05,0.12,0.07727620442708272
0.05,0.13,0.07739064534505147
0.05,0.14,0.0775025431315098
0.05,0.15,0.07761380513509053
0.05,0.16,0.07772315979003844
0.05,0.17,0.07782869974772073
0.05,0.18,0.07793551127115823
0.05,0.19,0.07803914388020772
0.05,0.2,0.07814086914062437
0.06,0.01,0.07557802836100198
0.06,0.02,0.07572489420572855
0.06,0.03,0.07586667378743428
0.06,0.04,0.07600654602050719
0.06,0.05,0.07614196777343687
0.06,0.06,0.07627548217773375
0.06,0.07,0.07640327453613219
0.06,0.08,0.07653106689453062
0.06,0.09,0.07665631612141866
0.06,0.1,0.07677775065104105
0.06,0.11,0.07689727783203062
0.06,0.12,0.0770148976643874
0.06,0.13,0.07712997436523375
0.06,0.14,0.0772431437174473
0.06,0.15,0.07735567728678323
0.06,0.16,0.07746503194173116
0.06,0.17,0.07757311503092386
0.06,0.18,0.07767865498860616
0.06,0.19,0.07778355916341084
0.06,0.2,0.07788592020670511
0.07,0.01,0.07531545003255147
0.07,0.02,0.07546168009440042
0.07,0.03,0.07560536702473897
0.07,0.04,0.07574587504068948
0.07,0.05,0.07588256835937437
0.07,0.06,0.07601608276367125
0.07,0.07,0.07614705403645772
0.07,0.08,0.07627421061197855
0.07,0.09,0.07639945983886656
0.07,0.1,0.07652280171712178
0.07,0.11,0.07664296468098897
0.07,0.12,0.07676058451334573
0.07,0.13,0.0768782043457025
0.07,0.14,0.07699137369791605
0.07,0.15,0.07710454305012959
