R1,R2,erro
0.01,0.01,0.08498825073242125
0.01,0.02,0.08513956705729105
0.01,0.03,0.08528579711914
0.01,0.04,0.08542757670084573
0.01,0.05,0.08556681315104105
0.01,0.06,0.08570223490397073
0.01,0.07,0.0858338419596348
0.01,0.08,0.08596354166666605
0.01,0.09,0.08608942667643167
0.01,0.1,0.08621404012044209
0.01,0.11,0.08633483886718687
0.01,0.12,0.08645436604817647
0.01,0.13,0.08657135009765562
0.01,0.14,0.08668579101562437
0.01,0.15,0.08679832458496031
0.01,0.16,0.08690831502278584
0.01,0.17,0.08701766967773375
0.01,0.18,0.08712384541829366
0.01,0.19,0.08722938537597594
0.01,0.2,0.08733301798502542
0.02,0.01,0.08470659891764261
0.02,0.02,0.0848579152425124
0.02,0.03,0.08500541687011656
0.02,0.04,0.08514973958333272
0.02,0.05,0.08528897603352803
0.02,0.06,0.08542503356933531
0.02,0.07,0.0855591837565098
0.02,0.08,0.08569015502929625
0.02,0.09,0.08581731160481709
0.02,0.1,0.0859419250488275
0.02,0.11,0.0860639953613275
0.02,0.12,0.0861847941080723
0.02,0.13,0.08630241394042906
0.02,0.14,0.08641812642415303
0.02,0.15,0.08653129577636656
0.02,0.16,0.0866438293457025
0.02,0.17,0.08675254821777281
0.02,0.18,0.08685999552408792
0.02,0.19,0.08696807861328062
0.02,0.2,0.08707298278808531
0.03,0.01,0.08443448384602803
0.03,0.02,0.08458643595377542
0.03,0.03,0.0847352091471348
0.03,0.04,0.08488016764322855
0.03,0.05,0.08502131144205667
0.03,0.06,0.08515927632649678
0.03,0.07,0.08529279073079366
0.03,0.08,0.08542439778645772
0.03,0.09,0.08555409749348897
0.03,0.1,0.08567871093749937
0.03,0.11,0.08580268859863219
0.03,0.12,0.08592412312825459
0.03,0.13,0.08604301452636656
0.03,0.14,0.08615936279296812
0.03,0.15,0.08627316792805928
0.03,0.16,0.08638506571451761
0.03,0.17,0.08649632771809834
0.03,0.18,0.08660504659016866
0.03,0.19,0.08671376546223897
0.03,0.2,0.08681994120279886
0.04,0.01,0.08416999816894469
0.04,0.02,0.0843232218424473
0.04,0.03,0.08447263081868428
0.04,0.04,0.08461822509765562
0.04,0.05,0.08476064046223897
0.04,0.06,0.08489924112955667
0.04,0.07,0.08503466288248636
0.04,0.08,0.08516754150390562
0.04,0.09,0.08529660542805928
0.04,0.1,0.08542376200358011
0.04,0.11,0.08554773966471292
0.04,0.12,0.08566980997721292
0.04,0.13,0.0857893371582025
0.04,0.14,0.08590759277343687
0.04,0.15,0.08602203369140562
0.04,0.16,0.08613520304361917
0.04,0.17,0.08624773661295511
0.04,0.18,0.08635772705078062
0.04,0.19,0.08646708170572855
0.04,0.2,0.08657389322916605
0.05,0.01,0.083912506103515
0.05,0.02,0.08406763712565042
0.05,0.03,0.084217681884765
0.05,0.04,0.08436581929524678
0.05,0.05,0.08450823465983011
0.05,0.06,0.08464810689290303
0.05,0.07,0.08478416442871031
0.05,0.08,0.08491640726725198
0.05,0.09,0.08504801432291605
0.05,0.1,0.08517517089843687
0.05,0.11,0.0853004201253249
0.05,0.12,0.0854231262207025
0.05,0.13,0.08554328918456969
0.05,0.14,0.08566281636555928
0.05,0.15,0.08577852884928323
0.05,0.16,0.08589360555012959
0.05,0.17,0.08600613911946553
0.05,0.18,0.08611740112304625
0.05,0.19,0.08622675577799417
0.05,0.2,0.08633420308430928
0.06,0.01,0.08366327921549417
0.06,0.02,0.08381777445475198
0.06,0.03,0.08397099812825459
0.06,0.04,0.08411786397298116
0.06,0.05,0.08426091512044209
0.06,0.06,0.08440269470214781
0.06,0.07,0.08454002380371031
0.06,0.08,0.08467353820800719
0.06,0.09,0.08480514526367125
0.06,0.1,0.0849342091878249
0.06,0.11,0.08506072998046812
0.06,0.12,0.08518407185872334
0.06,0.13,0.08530550638834573
0.06,0.14,0.08542439778645772
0.06,0.15,0.08554201761881448
0.06,0.16,0.08565645853678323
0.06,0.17,0.08577089945475198
0.06,0.18,0.08588216145833272
0.06,0.19,0.08599342346191344
0.06,0.2,0.08610214233398375
0.07,0.01,0.08342041015624937
0.07,0.02,0.0835761769612624
0.07,0.03,0.083729400634765
0.07,0.04,0.08387690226236917
0.07,0.05,0.08402313232421812
0.07,0.06,0.08416427612304625
0.07,0.07,0.08430224100748636
0.07,0.08,0.08443702697753844
0.07,0.09,0.0845686340332025
0.07,0.1,0.08469833374023375
0.07,0.11,0.08482549031575459
0.07,0.12,0.084950103759765
0.07,0.13,0.085072174072265
0.07,0.14,0.0851929728190098
0.07,0.15,0.08531059265136656
0.07,0.16,0.08542694091796812
0.07,0.17,0.08554138183593687
0.07,0.18,0.08565455118815042
0.07,0.19,0.08576454162597594
0.07,0.2,0.08587516784667906
0.08,0.01,0.08318326314290303
0.08,0.02,0.08334030151367125
0.08,0.03,0.08349479675292906
0.08,0.04,0.08364420572916605
0.08,0.05,0.0837891642252598
0.08,0.06,0.08393094380696553
0.08,0.07,0.08406954447428323
0.08,0.08,0.08420560201009053
0.08,0.09,0.0843391164143874
0.08,0.1,0.08446881612141866
0.08,0.11,0.08459724426269469
0.08,0.12,0.08472185770670511
0.08,0.13,0.08484519958496031
0.08,0.14,0.0849653625488275
0.08,0.15,0.08508488972981709
0.08,0.16,0.08520250956217386
0.08,0.17,0.08531695048014261
0.08,0.18,0.08543139139811136
0.08,0.19,0.08554328918456969
0.08,0.2,0.08565455118815042
0.09,0.01,0.08295183817545511
0.09,0.02,0.08311141967773375
0.09,0.03,0.08326464335123636
0.09,0.04,0.08341468811035094
0.09,0.05,0.0835609181721999
0.09,0.06,0.08370460510253844
0.09,0.07,0.08384447733561136
0.09,0.08,0.08398053487141866
0.09,0.09,0.08411468505859312
0.09,0.1,0.08424502054850198
0.09,0.11,0.08437408447265562
0.09,0.12,0.08449996948242125
0.09,0.13,0.08462331136067647
0.09,0.14,0.08474474589029886
0.09,0.15,0.08486490885416605
0.09,0.16,0.08498316446940042
0.09,0.17,0.08509887695312437
0.09,0.18,0.08521331787109312
0.09,0.19,0.08532712300618428
0.09,0.2,0.0854377492268874
0.1,0.01,0.08272740681966084
0.1,0.02,0.08288571675618428
0.1,0.03,0.08304084777831969
0.1,0.04,0.08319216410318948
0.1,0.05,0.08333839416503844
0.1,0.06,0.08348208109537698
0.1,0.07,0.0836225891113275
0.1,0.08,0.08376055399576761
0.1,0.09,0.08389533996581969
0.1,0.1,0.08402694702148375
0.1,0.11,0.08415410359700459
0.1,0.12,0.08428189595540303
0.1,0.13,0.08440650939941344
0.1,0.14,0.08452857971191344
0.1,0.15,0.08464937845865823
0.1,0.16,0.08476890563964781
0.1,0.17,0.08488588968912698
0.1,0.18,0.08500033060709573
0.1,0.19,0.08511413574218687
0.1,0.2,0.08522539774576761
0.11,0.01,0.08250615437825459
0.11,0.02,0.08266637166341084
0.11,0.03,0.08282213846842386
0.11,0.04,0.08297345479329366
0.11,0.05,0.08312159220377542
0.11,0.06,0.08326527913411397
0.11,0.07,0.08340705871581969
0.11,0.08,0.0835450236002598
0.11,0.09,0.08367980957031187
0.11,0.1,0.08381205240885355
0.11,0.11,0.0839423878987624
0.11,0.12,0.08406954447428323
0.11,0.13,0.08419415791829366
0.11,0.14,0.08431813557942647
0.11,0.15,0.08443893432617125
0.11,0.16,0.08455909729003844
0.11,0.17,0.08467671712239522
0.11,0.18,0.08479306538899678
0.11,0.19,0.08490623474121031
0.11,0.2,0.08501876831054625
0.12,0.01,0.08229125976562437
0.12,0.02,0.08245211283365823
0.12,0.03,0.08260851542154886
0.12,0.04,0.08276046752929625
0.12,0.05,0.08290860493977803
0.12,0.06,0.08305419921874937
0.12,0.07,0.08319597880045511
0.12,0.08,0.08333394368489522
0.12,0.09,0.0834700012207025
0.12,0.1,0.08360224405924417
0.12,0.11,0.08373257954915303
0.12,0.12,0.08386100769042906
0.12,0.13,0.0839881642659499
0.12,0.14,0.08411150614420511
0.12,0.15,0.08423421223958272
0.12,0.16,0.0843543752034499
0.12,0.17,0.08447263081868428
0.12,0.18,0.08458834330240823
0.12,0.19,0.08470342000325459
0.12,0.2,0.08481722513834573
0.13,0.01,0.0820801798502598
0.13,0.02,0.08224166870117125
0.13,0.03,0.08239870707193948
0.13,0.04,0.08255129496256448
0.13,0.05,0.08270006815592386
0.13,0.06,0.08284629821777281
0.13,0.07,0.08298807779947855
0.13,0.08,0.08312667846679625
0.13,0.09,0.08326337178548116
0.13,0.1,0.08339752197265562
0.13,0.11,0.08352849324544209
0.13,0.12,0.08365819295247334
0.13,0.13,0.08378407796223897
0.13,0.14,0.08390932718912698
0.13,0.15,0.08403266906738219
0.13,0.16,0.08415219624837178
0.13,0.17,0.08427172342936136
0.13,0.18,0.08438934326171812
0.13,0.19,0.08450441996256448
0.13,0.2,0.08461758931477803
0.14,0.01,0.08187482198079366
0.14,0.02,0.08203631083170511
0.14,0.03,0.08219271341959573
0.14,0.04,0.08234593709309834
0.14,0.05,0.08249661763509053
0.14,0.06,0.08264284769693948
0.14,0.07,0.08278589884440042
0.14,0.08,0.08292513529459573
0.14,0.09,0.08306246439615823
0.14,0.1,0.08319661458333272
0.14,0.11,0.08332822163899678
0.14,0.12,0.08345792134602803
0.14,0.13,0.08358634948730406
0.14,0.14,0.08371159871419209
0.14,0.15,0.08383366902669209
0.14,0.16,0.08395573933919209
0.14,0.17,0.08407526652018167
0.14,0.18,0.08419352213541605
0.14,0.19,0.08430923461914
0.14,0.2,0.08442303975423116
0.15,0.01,0.08167200724283792
0.15,0.02,0.08183413187662698
0.15,0.03,0.08199307759602803
0.15,0.04,0.08214630126953062
0.15,0.05,0.08229634602864522
0.15,0.06,0.08244321187337178
0.15,0.07,0.08258626302083272
0.15,0.08,0.08272804260253844
0.15,0.09,0.08286537170410094
0.15,0.1,0.08299952189127542
0.15,0.11,0.08313240051269469
0.15,0.12,0.08326210021972594
0.15,0.13,0.08339179992675719
0.15,0.14,0.08351641337076761
0.15,0.15,0.08364039103190042
0.15,0.16,0.08376246134440042
0.15,0.17,0.08388262430826761
0.15,0.18,0.08400151570637959
0.15,0.19,0.08411786397298116
0.15,0.2,0.0842316691080723
0.16,0.01,0.08147427876790303
0.16,0.02,0.08163640340169209
0.16,0.03,0.08179471333821553
0.16,0.04,0.08195048014322855
0.16,0.05,0.08210052490234312
0.16,0.06,0.0822480265299473
0.16,0.07,0.08239107767740823
0.16,0.08,0.08253222147623636
0.16,0.09,0.08267082214355406
0.16,0.1,0.08280687967936136
0.16,0.11,0.08293975830078062
0.16,0.12,0.08307072957356709
0.16,0.13,0.08319979349772073
0.16,0.14,0.08332567850748636
0.16,0.15,0.08345029195149678
0.16,0.16,0.08357299804687437
0.16,0.17,0.08369379679361917
0.16,0.18,0.08381268819173116
0.16,0.19,0.08392967224121031
0.16,0.2,0.08404538472493428
0.17,0.01,0.08127845764160094
0.17,0.02,0.08144121805826761
0.17,0.03,0.08160079956054625
0.17,0.04,0.08175593058268167
0.17,0.05,0.08190788269042906
0.17,0.06,0.08205538431803323
0.17,0.07,0.08220034281412698
0.17,0.08,0.0823408508300775
0.17,0.09,0.08248008728027281
0.17,0.1,0.08261678059895772
0.17,0.11,0.08275093078613219
0.17,0.12,0.08288190205891866
0.17,0.13,0.0830116017659499
0.17,0.14,0.08313939412434834
0.17,0.15,0.08326464335123636
0.17,0.16,0.08338798522949156
0.17,0.17,0.08350941975911397
0.17,0.18,0.08362703959147073
0.17,0.19,0.0837446594238275
0.17,0.2,0.08386100769042906
0.18,0.01,0.08108772277831969
0.18,0.02,0.08125111897786397
0.18,0.03,0.08141133626302022
0.18,0.04,0.08156646728515562
0.18,0.05,0.08171841939290303
0.18,0.06,0.0818665568033848
0.18,0.07,0.08201215108235616
0.18,0.08,0.08215329488118428
0.18,0.09,0.08229316711425719
0.18,0.1,0.08243049621581969
0.18,0.11,0.08256528218587178
0.18,0.12,0.08269688924153584
0.18,0.13,0.08282722473144469
0.18,0.14,0.08295565287272073
0.18,0.15,0.08308090209960875
0.18,0.16,0.08320424397786397
0.18,0.17,0.08332631429036397
0.18,0.18,0.08344584147135355
0.18,0.19,0.08356409708658792
0.18,0.2,0.08367980957031187
0.19,0.01,0.08089953104654886
0.19,0.02,0.08106419881184834
0.19,0.03,0.08122441609700459
0.19,0.04,0.08138018290201761
0.19,0.05,0.08153277079264261
0.19,0.06,0.08168090820312437
0.19,0.07,0.08182713826497334
0.19,0.08,0.08196955362955667
0.19,0.09,0.0821106974283848
0.19,0.1,0.08224739074706969
0.19,0.11,0.08238217671712178
0.19,0.12,0.08251632690429625
0.19,0.13,0.0826453908284499
0.19,0.14,0.08277445475260355
0.19,0.15,0.08289970397949156
0.19,0.16,0.08302431742350198
0.19,0.17,0.08314638773600198
0.19,0.18,0.08326655069986917
0.19,0.19,0.08338544209798116
0.19,0.2,0.08350242614746031
0.2,0.01,0.08071515401204366
0.2,0.02,0.08087982177734312
0.2,0.03,0.08104067484537698
0.2,0.04,0.08119707743326761
0.2,0.05,0.08135030110677022
0.2,0.06,0.08149971008300719
0.2,0.07,0.08164530436197855
0.2,0.08,0.08178962707519469
0.2,0.09,0.08192949930826761
0.2,0.1,0.08206746419270772
0.2,0.11,0.08220415751139261
0.2,0.12,0.08233640034993428
0.2,0.13,0.08246864318847594
0.2,0.14,0.08259707132975198
0.2,0.15,0.08272359212239522
0.2,0.16,0.08284820556640562
0.2,0.17,0.08297027587890562
0.2,0.18,0.08309107462565042
0.2,0.19,0.08321060180664
0.2,0.2,0.08332758585611917
