R1,R2,erro
0.01,0.01,0.08971402486165303
0.01,0.02,0.08987042744954366
0.01,0.03,0.09002301534016866
0.01,0.04,0.09016924540201761
0.01,0.05,0.09031293233235616
0.01,0.06,0.09045280456542906
0.01,0.07,0.09058949788411397
0.01,0.08,0.09072428385416605
0.01,0.09,0.0908539835611973
0.01,0.1,0.09098304748535094
0.01,0.11,0.09110893249511656
0.01,0.12,0.09123291015624937
0.01,0.13,0.09135434468587178
0.01,0.14,0.09147387186686136
0.01,0.15,0.09159085591634053
0.01,0.16,0.09170593261718687
0.01,0.17,0.09181973775227803
0.01,0.18,0.09193099975585875
0.01,0.19,0.09204162597656187
0.01,0.2,0.09215034484863219
0.02,0.01,0.08944826761881448
0.02,0.02,0.08960530598958272
0.02,0.03,0.08975789388020772
0.02,0.04,0.08990603129068948
0.02,0.05,0.09005162556966084
0.02,0.06,0.09019149780273375
0.02,0.07,0.09032946268717386
0.02,0.08,0.09046424865722594
0.02,0.09,0.09059649149576761
0.02,0.1,0.09072619120279886
0.02,0.11,0.0908539835611973
0.02,0.12,0.09097923278808531
0.02,0.13,0.09110193888346292
0.02,0.14,0.09122210184733011
0.02,0.15,0.09134035746256448
0.02,0.16,0.09145670572916605
0.02,0.17,0.09157241821289
0.02,0.18,0.09168495178222594
0.02,0.19,0.09179430643717386
0.02,0.2,0.09190429687499937
0.03,0.01,0.08918886820475198
0.03,0.02,0.08934717814127542
0.03,0.03,0.08950167338053323
0.03,0.04,0.08965044657389261
0.03,0.05,0.08979604085286397
0.03,0.06,0.0899384562174473
0.03,0.07,0.09007769266764261
0.03,0.08,0.0902131144205723
0.03,0.09,0.09034726460774678
0.03,0.1,0.09047760009765562
0.03,0.11,0.09060666402180928
0.03,0.12,0.0907325490315749
0.03,0.13,0.09085652669270772
0.03,0.14,0.09097796122233011
0.03,0.15,0.0910981241861973
0.03,0.16,0.09121510823567647
0.03,0.17,0.09133018493652281
0.03,0.18,0.09144462585449156
0.03,0.19,0.0915558878580723
0.03,0.2,0.09166651407877542
0.04,0.01,0.08893836975097594
0.04,0.02,0.08909731547037698
0.04,0.03,0.08925308227539
0.04,0.04,0.08940249125162698
0.04,0.05,0.08954935709635355
0.04,0.06,0.08969240824381448
0.04,0.07,0.089832916259765
0.04,0.08,0.08997151692708272
0.04,0.09,0.09010439554850198
0.04,0.1,0.09023727416992125
0.04,0.11,0.0903669738769525
0.04,0.12,0.09049413045247334
0.04,0.13,0.09061874389648375
0.04,0.14,0.09074144999186136
0.04,0.15,0.09086097717285094
0.04,0.16,0.09098050435384053
0.04,0.17,0.09109621683756448
0.04,0.18,0.09121129353841084
0.04,0.19,0.09132319132486917
0.04,0.2,0.0914344533284499
0.05,0.01,0.08869486490885355
0.05,0.02,0.08885444641113219
0.05,0.03,0.08901084899902281
0.05,0.04,0.08916216532389261
0.05,0.05,0.08930966695149678
0.05,0.06,0.08945398966471292
0.05,0.07,0.08959576924641866
0.05,0.08,0.08973373413085875
0.05,0.09,0.08986915588378844
0.05,0.1,0.09000203450520772
0.05,0.11,0.09013300577799417
0.05,0.12,0.09026079813639261
0.05,0.13,0.09038604736328062
0.05,0.14,0.09051002502441344
0.05,0.15,0.09063145955403584
0.05,0.16,0.09075035095214781
0.05,0.17,0.09086797078450459
0.05,0.18,0.09098368326822855
0.05,0.19,0.09109621683756448
0.05,0.2,0.09120875040690042
0.06,0.01,0.08845644632975198
0.06,0.02,0.08861729939778584
0.06,0.03,0.08877433776855406
0.06,0.04,0.08892756144205667
0.06,0.05,0.08907569885253844
0.06,0.06,0.0892212931315098
0.06,0.07,0.08936370849609312
0.06,0.08,0.08950358072916605
0.06,0.09,0.08964027404785094
0.06,0.1,0.08977378845214781
0.06,0.11,0.08990539550781187
0.06,0.12,0.09003445943196553
0.06,0.13,0.09016098022460875
0.06,0.14,0.09028559366861917
0.06,0.15,0.09040702819824156
0.06,0.16,0.09052846272786397
0.06,0.17,0.09064544677734312
0.06,0.18,0.09076179504394469
0.06,0.19,0.09087560017903584
0.06,0.2,0.09098813374837178
0.07,0.01,0.08822629292805928
0.07,0.02,0.08838778177897073
0.07,0.03,0.08854545593261656
0.07,0.04,0.08869867960611917
0.07,0.05,0.08884872436523375
0.07,0.06,0.08899431864420511
0.07,0.07,0.08913800557454366
0.07,0.08,0.08927914937337178
0.07,0.09,0.08941647847493428
0.07,0.1,0.08955126444498636
0.07,0.11,0.08968350728352803
0.07,0.12,0.08981320699055928
0.07,0.13,0.08994163513183531
0.07,0.14,0.09006624857584573
0.07,0.15,0.09018831888834573
0.07,0.16,0.09031038920084573
0.07,0.17,0.09042864481608011
0.07,0.18,0.09054499308268167
0.07,0.19,0.09066070556640562
0.07,0.2,0.09077260335286397
0.08,0.01,0.08799931844075459
0.08,0.02,0.08816335042317647
0.08,0.03,0.0883222961425775
0.08,0.04,0.08847615559895772
0.08,0.05,0.0886268361409499
0.08,0.06,0.08877370198567647
0.08,0.07,0.08891802469889261
0.08,0.08,0.08906044006347594
0.08,0.09,0.08919840494791605
0.08,0.1,0.08933382670084573
0.08,0.11,0.08946734110514261
0.08,0.12,0.08959831237792906
0.08,0.13,0.08972674051920511
0.08,0.14,0.08985135396321553
0.08,0.15,0.08997596740722594
0.08,0.16,0.09009676615397073
0.08,0.17,0.09021692911783792
0.08,0.18,0.09033391316731709
0.08,0.19,0.09044962565104105
0.08,0.2,0.09056343078613219
0.09,0.01,0.08777997334798116
0.09,0.02,0.08794464111328062
0.09,0.03,0.08810358683268167
0.09,0.04,0.08825871785481709
0.09,0.05,0.08841003417968687
0.09,0.06,0.08855880737304625
0.09,0.07,0.08870376586914
0.09,0.08,0.08884618123372334
0.09,0.09,0.08898478190104105
0.09,0.1,0.08912211100260355
0.09,0.11,0.08925626118977803
0.09,0.12,0.08938723246256448
0.09,0.13,0.08951566060384053
0.09,0.14,0.08964281717936136
0.09,0.15,0.08976679484049417
0.09,0.16,0.08988950093587178
0.09,0.17,0.09000902811686136
0.09,0.18,0.09012791951497334
0.09,0.19,0.0902442677815749
0.09,0.2,0.09035870869954366
0.1,0.01,0.08756507873535094
0.1,0.02,0.08773038228352803
0.1,0.03,0.08788996378580667
0.1,0.04,0.0880463663736973
0.1,0.05,0.08819831848144469
0.1,0.06,0.08834836324055928
0.1,0.07,0.08849459330240823
0.1,0.08,0.08863700866699156
0.1,0.09,0.08877815246581969
0.1,0.1,0.08891421000162698
0.1,0.11,0.08904899597167906
0.1,0.12,0.08918187459309834
0.1,0.13,0.08931093851725198
0.1,0.14,0.08943873087565042
0.1,0.15,0.08956270853678323
0.1,0.16,0.08968668619791605
0.1,0.17,0.08980684916178323
0.1,0.18,0.08992574055989522
0.1,0.19,0.09004272460937437
0.1,0.2,0.09015780131022073
0.11,0.01,0.08735590616861917
0.11,0.02,0.08751993815104105
0.11,0.03,0.0876814270019525
0.11,0.04,0.08783846537272073
0.11,0.05,0.08799232482910094
0.11,0.06,0.08814173380533792
0.11,0.07,0.08828923543294209
0.11,0.08,0.08843292236328062
0.11,0.09,0.08857343037923116
0.11,0.1,0.08871203104654886
0.11,0.11,0.08884681701660094
0.11,0.12,0.08897969563802022
0.11,0.13,0.08911003112792906
0.11,0.14,0.0892378234863275
0.11,0.15,0.08936370849609312
0.11,0.16,0.08948768615722594
0.11,0.17,0.08960848490397073
0.11,0.18,0.08972864786783792
0.11,0.19,0.08984563191731709
0.11,0.2,0.08996134440104105
0.12,0.01,0.08714927673339781
0.12,0.02,0.0873145802815749
0.12,0.03,0.08747797648111917
0.12,0.04,0.0876350148518874
0.12,0.05,0.08778887430826761
0.12,0.06,0.08794146219889261
0.12,0.07,0.08808832804361917
0.12,0.08,0.08823328653971292
0.12,0.09,0.08837379455566344
