Rg1,Rg2,Rg3,Erro
0.04,0.16,0.2,0.08798024495442647
0.04,0.17,0.01,0.08514656066894469
0.04,0.17,0.02,0.08531377156575459
0.04,0.17,0.03,0.08547843933105406
0.04,0.17,0.04,0.08563802083333272
0.04,0.17,0.05,0.08579505920410094
0.04,0.17,0.06,0.08594764709472594
0.04,0.17,0.07,0.08609642028808531
0.04,0.17,0.08,0.08624455769856709
0.04,0.17,0.09,0.08638824462890562
0.04,0.17,0.1,0.08652811686197855
0.04,0.17,0.11,0.08666608174641866
0.04,0.17,0.12,0.08680150349934834
0.04,0.17,0.13,0.08693438212076761
0.04,0.17,0.14,0.08706408182779886
0.04,0.17,0.15,0.08719378153483011
0.04,0.17,0.16,0.08731966654459573
0.04,0.17,0.17,0.08744300842285094
0.04,0.17,0.18,0.08756507873535094
0.04,0.17,0.19,0.08768524169921812
0.04,0.17,0.2,0.0878034973144525
0.04,0.18,0.01,0.08496154785156187
0.04,0.18,0.02,0.08513066609700459
0.04,0.18,0.03,0.08529469807942647
0.04,0.18,0.04,0.08545618693033792
0.04,0.18,0.05,0.08561258951822855
0.04,0.18,0.06,0.08576581319173116
0.04,0.18,0.07,0.08591712951660094
0.04,0.18,0.08,0.0860633595784499
0.04,0.18,0.09,0.08620768229166605
0.04,0.18,0.1,0.08634882609049417
0.04,0.18,0.11,0.08648806254068948
0.04,0.18,0.12,0.08662348429361917
0.04,0.18,0.13,0.08675699869791605
0.04,0.18,0.14,0.0868879699707025
0.04,0.18,0.15,0.08701639811197855
0.04,0.18,0.16,0.08714355468749937
0.04,0.18,0.17,0.08726753234863219
0.04,0.18,0.18,0.08738960266113219
0.04,0.18,0.19,0.08751040140787698
0.04,0.18,0.2,0.08762802124023375
0.04,0.19,0.01,0.08478034973144469
0.04,0.19,0.02,0.084950103759765
0.04,0.19,0.03,0.08511477152506448
0.04,0.19,0.04,0.08527626037597594
0.04,0.19,0.05,0.08543457031249937
0.04,0.19,0.06,0.08558842976887959
0.04,0.19,0.07,0.08573847452799417
0.04,0.19,0.08,0.08588661193847594
0.04,0.19,0.09,0.08603029886881448
0.04,0.19,0.1,0.08617271423339781
0.04,0.19,0.11,0.08631131490071553
0.04,0.19,0.12,0.08644800821940042
0.04,0.19,0.13,0.0865815226236973
0.04,0.19,0.14,0.08671440124511656
0.04,0.19,0.15,0.08684282938639261
0.04,0.19,0.16,0.08696935017903584
0.04,0.19,0.17,0.08709396362304625
0.04,0.19,0.18,0.08721794128417906
0.04,0.19,0.19,0.08733746846516866
0.04,0.19,0.2,0.08745699564615823
0.04,0.2,0.01,0.08460105895996031
0.04,0.2,0.02,0.08477208455403584
0.04,0.2,0.03,0.08493865966796812
0.04,0.2,0.04,0.08509887695312437
0.04,0.2,0.05,0.08525718688964781
0.04,0.2,0.06,0.08541231791178323
0.04,0.2,0.07,0.08556427001953062
0.04,0.2,0.08,0.0857117716471348
0.04,0.2,0.09,0.08585736592610616
0.04,0.2,0.1,0.08599914550781187
0.04,0.2,0.11,0.0861390177408848
0.04,0.2,0.12,0.08627571105956969
0.04,0.2,0.13,0.08640986124674417
0.04,0.2,0.14,0.08654273986816344
0.04,0.2,0.15,0.08667243957519469
0.04,0.2,0.16,0.08679896036783792
0.04,0.2,0.17,0.08692420959472594
0.04,0.2,0.18,0.08704691569010355
0.04,0.2,0.19,0.08716835021972594
0.04,0.2,0.2,0.08728787740071553
0.05,0.01,0.01,0.08774818420410094
0.05,0.01,0.02,0.08790140787760355
0.05,0.01,0.03,0.08805018107096292
0.05,0.01,0.04,0.08819577534993428
0.05,0.01,0.05,0.08833755493164
0.05,0.01,0.06,0.0884748840332025
0.05,0.01,0.07,0.08861030578613219
0.05,0.01,0.08,0.08874191284179625
0.05,0.01,0.09,0.0888709767659499
0.05,0.01,0.1,0.08899686177571553
0.05,0.01,0.11,0.08912083943684834
0.05,0.01,0.12,0.08924227396647073
0.05,0.01,0.13,0.08936052958170511
0.05,0.01,0.14,0.08947814941406187
0.05,0.01,0.15,0.08959322611490823
0.05,0.01,0.16,0.08970703124999937
0.05,0.01,0.17,0.08981892903645772
0.05,0.01,0.18,0.08992891947428323
0.05,0.01,0.19,0.09003636678059834
0.05,0.01,0.2,0.09014381408691344
0.05,0.02,0.01,0.08747543334960875
0.05,0.02,0.02,0.08762992858886656
0.05,0.02,0.03,0.08777933756510355
0.05,0.02,0.04,0.0879255676269525
0.05,0.02,0.05,0.08806861877441344
0.05,0.02,0.06,0.08820912679036397
0.05,0.02,0.07,0.08834454854329366
0.05,0.02,0.08,0.08847679138183531
0.05,0.02,0.09,0.08860776265462178
0.05,0.02,0.1,0.0887336476643874
0.05,0.02,0.11,0.08885953267415303
0.05,0.02,0.12,0.08898160298665303
0.05,0.02,0.13,0.08910176595052022
0.05,0.02,0.14,0.08922002156575459
0.05,0.02,0.15,0.08933700561523375
0.05,0.02,0.16,0.0894514465332025
0.05,0.02,0.17,0.08956398010253844
0.05,0.02,0.18,0.08967524210611917
0.05,0.02,0.19,0.08978332519531187
0.05,0.02,0.2,0.08989140828450459
0.05,0.03,0.01,0.08720967610677022
0.05,0.03,0.02,0.08736607869466084
0.05,0.03,0.03,0.08751803080240823
0.05,0.03,0.04,0.0876655324300124
0.05,0.03,0.05,0.08780921936035094
0.05,0.03,0.06,0.08794909159342386
0.05,0.03,0.07,0.08808578491210875
0.05,0.03,0.08,0.08822057088216084
0.05,0.03,0.09,0.08835090637206969
0.05,0.03,0.1,0.08847869873046812
0.05,0.03,0.11,0.08860458374023375
0.05,0.03,0.12,0.08872919718424417
0.05,0.03,0.13,0.08885063171386656
0.05,0.03,0.14,0.08897015889485616
0.05,0.03,0.15,0.08908777872721292
0.05,0.03,0.16,0.08920285542805928
0.05,0.03,0.17,0.08931666056315042
0.05,0.03,0.18,0.08942919413248636
0.05,0.03,0.19,0.08953918457031187
0.05,0.03,0.2,0.08964726765950459
0.05,0.04,0.01,0.08695281982421812
0.05,0.04,0.02,0.08710985819498636
0.05,0.04,0.03,0.08726308186848897
0.05,0.04,0.04,0.08741121927897073
0.05,0.04,0.05,0.08755681355794209
0.05,0.04,0.06,0.08769795735677022
0.05,0.04,0.07,0.08783592224121031
0.05,0.04,0.08,0.0879707082112624
0.05,0.04,0.09,0.08810167948404886
0.05,0.04,0.1,0.08823137919108011
0.05,0.04,0.11,0.08835917154947855
0.05,0.04,0.12,0.08848314921061136
0.05,0.04,0.13,0.08860585530598897
0.05,0.04,0.14,0.08872665405273375
0.05,0.04,0.15,0.08884490966796812
0.05,0.04,0.16,0.08896125793456969
0.05,0.04,0.17,0.08907569885253844
0.05,0.04,0.18,0.08918886820475198
0.05,0.04,0.19,0.08930013020833272
0.05,0.04,0.2,0.08941012064615823
0.05,0.05,0.01,0.0867042287190749
0.05,0.05,0.02,0.08686190287272073
0.05,0.05,0.03,0.08701512654622334
0.05,0.05,0.04,0.08716517130533792
0.05,0.05,0.05,0.08731140136718687
0.05,0.05,0.06,0.08745381673177022
0.05,0.05,0.07,0.08759241739908792
0.05,0.05,0.08,0.08772783915201761
0.05,0.05,0.09,0.08786135355631448
0.05,0.05,0.1,0.08799168904622334
0.05,0.05,0.11,0.08811948140462178
0.05,0.05,0.12,0.088246002197265
0.05,0.05,0.13,0.08836934407552022
0.05,0.05,0.14,0.08849077860514261
0.05,0.05,0.15,0.08860967000325459
0.05,0.05,0.16,0.08872728983561136
0.05,0.05,0.17,0.08884236653645772
0.05,0.05,0.18,0.08895680745442647
0.05,0.05,0.19,0.0890687052408848
0.05,0.05,0.2,0.08917869567871031
0.05,0.06,0.01,0.08646135965983011
0.05,0.06,0.02,0.08662030537923116
0.05,0.06,0.03,0.08677480061848897
0.05,0.06,0.04,0.08692484537760355
0.05,0.06,0.05,0.08707234700520772
0.05,0.06,0.06,0.08721539815266866
0.05,0.06,0.07,0.08735463460286397
0.05,0.06,0.08,0.08749132792154886
0.05,0.06,0.09,0.08762547810872334
0.05,0.06,0.1,0.0877570851643874
0.05,0.06,0.11,0.08788678487141866
0.05,0.06,0.12,0.08801266988118428
0.05,0.06,0.13,0.08813728332519469
0.05,0.06,0.14,0.0882599894205723
0.05,0.06,0.15,0.08838078816731709
0.05,0.06,0.16,0.08849904378255147
0.05,0.06,0.17,0.08861475626627542
0.05,0.06,0.18,0.08872919718424417
0.05,0.06,0.19,0.08884236653645772
0.05,0.06,0.2,0.08895362854003844
0.05,0.07,0.01,0.08622484842936136
0.05,0.07,0.02,0.08638633728027281
0.05,0.07,0.03,0.08654019673665303
0.05,0.07,0.04,0.08669214884440042
0.05,0.07,0.05,0.08683901468912698
0.05,0.07,0.06,0.08698397318522073
0.05,0.07,0.07,0.08712448120117125
0.05,0.07,0.08,0.08726181030273375
0.05,0.07,0.09,0.08739723205566344
0.05,0.07,0.1,0.08752947489420511
0.05,0.07,0.11,0.08765853881835875
0.05,0.07,0.12,0.0877869669596348
0.05,0.07,0.13,0.08791221618652281
0.05,0.07,0.14,0.08803492228190042
0.05,0.07,0.15,0.08815699259440042
0.05,0.07,0.16,0.0882758839925124
0.05,0.07,0.17,0.08839350382486917
0.05,0.07,0.18,0.08850794474283792
0.05,0.07,0.19,0.08862238566080667
0.05,0.07,0.2,0.0887336476643874
0.05,0.08,0.01,0.08599596659342386
0.05,0.08,0.02,0.08615618387858011
0.05,0.08,0.03,0.08631195068359312
0.05,0.08,0.04,0.08646390279134053
0.05,0.08,0.05,0.0866133117675775
0.05,0.08,0.06,0.08675699869791605
0.05,0.08,0.07,0.08689941406249937
0.05,0.08,0.08,0.08703737894693948
0.05,0.08,0.09,0.08717407226562437
0.05,0.08,0.1,0.08730695088704366
0.05,0.08,0.11,0.0874372863769525
0.05,0.08,0.12,0.08756635030110616
0.05,0.08,0.13,0.08769223531087178
0.05,0.08,0.14,0.08781621297200459
0.05,0.08,0.15,0.08793891906738219
0.05,0.08,0.16,0.08805844624837178
0.05,0.08,0.17,0.08817606608072855
0.05,0.08,0.18,0.0882917785644525
0.05,0.08,0.19,0.08840749104817647
0.05,0.08,0.2,0.08851875305175719
0.05,0.09,0.01,0.08577026367187437
0.05,0.09,0.02,0.08593238830566344
0.05,0.09,0.03,0.08609006245930928
0.05,0.09,0.04,0.08624201456705667
0.05,0.09,0.05,0.08639205932617125
0.05,0.09,0.06,0.0865363820393874
0.05,0.09,0.07,0.08667943318684834
0.05,0.09,0.08,0.08681866963704366
0.05,0.09,0.09,0.08695599873860616
0.05,0.09,0.1,0.08709014892578062
0.05,0.09,0.11,0.08722048441568948
0.05,0.09,0.12,0.08735018412272073
0.05,0.09,0.13,0.08747670491536397
0.05,0.09,0.14,0.08760258992512959
0.05,0.09,0.15,0.08772529602050719
0.05,0.09,0.16,0.08784545898437437
0.05,0.09,0.17,0.08796498616536397
0.05,0.09,0.18,0.08808197021484312
0.05,0.09,0.19,0.08819641113281187
0.05,0.09,0.2,0.08831021626790303
0.05,0.1,0.01,0.08555155436197855
0.05,0.1,0.02,0.08571367899576761
0.05,0.1,0.03,0.08587198893229105
0.05,0.1,0.04,0.08602457682291605
0.05,0.1,0.05,0.08617525736490823
0.05,0.1,0.06,0.08632085164387959
0.05,0.1,0.07,0.08646453857421812
0.05,0.1,0.08,0.08660441080729105
0.05,0.1,0.09,0.08674237569173116
0.05,0.1,0.1,0.08687716166178323
0.05,0.1,0.11,0.0870100402832025
0.05,0.1,0.12,0.08714101155598897
0.05,0.1,0.13,0.0872681681315098
0.05,0.1,0.14,0.08739341735839781
0.05,0.1,0.15,0.08751739501953062
0.05,0.1,0.16,0.08763819376627542
0.05,0.1,0.17,0.087757720947265
0.05,0.1,0.18,0.08787534077962178
0.05,0.1,0.19,0.08799105326334573
0.05,0.1,0.2,0.08810485839843687
0.05,0.11,0.01,0.08533665974934834
0.05,0.11,0.02,0.08550005594889261
0.05,0.11,0.03,0.08565900166829366
0.05,0.11,0.04,0.08581286112467386
0.05,0.11,0.05,0.08596354166666605
0.05,0.11,0.06,0.08611104329427022
0.05,0.11,0.07,0.08625409444173116
0.05,0.11,0.08,0.08639523824055928
0.05,0.11,0.09,0.08653383890787698
0.05,0.11,0.1,0.08667053222656187
0.05,0.11,0.11,0.08680341084798116
0.05,0.11,0.12,0.08693374633789
0.05,0.11,0.13,0.08706217447916605
0.05,0.11,0.14,0.08718869527180928
0.05,0.11,0.15,0.08731267293294209
0.05,0.11,0.16,0.08743537902831969
0.05,0.11,0.17,0.08755490620930928
0.05,0.11,0.18,0.08767252604166605
0.05,0.11,0.19,0.08778951009114522
0.05,0.11,0.2,0.08790331522623636
0.05,0.12,0.01,0.08512621561686136
0.05,0.12,0.02,0.08529088338216084
0.05,0.12,0.03,0.08545046488443948
0.05,0.12,0.04,0.0856055959065749
0.05,0.12,0.05,0.08575564066568948
0.05,0.12,0.06,0.08590377807617125
0.05,0.12,0.07,0.08604937235514261
0.05,0.12,0.08,0.08619115193684834
0.05,0.12,0.09,0.08633102416992125
0.05,0.12,0.1,0.08646708170572855
0.05,0.12,0.11,0.08660123189290303
0.05,0.12,0.12,0.08673283894856709
0.05,0.12,0.13,0.08686126708984312
0.05,0.12,0.14,0.08698905944824156
0.05,0.12,0.15,0.08711367289225198
0.05,0.12,0.16,0.08723637898762959
0.05,0.12,0.17,0.08735654195149678
0.05,0.12,0.18,0.08747479756673116
0.05,0.12,0.19,0.08759114583333272
0.05,0.12,0.2,0.08770685831705667
0.05,0.13,0.01,0.08492276509602803
0.05,0.13,0.02,0.08508552551269469
0.05,0.13,0.03,0.08524637858072855
0.05,0.13,0.04,0.08540150960286397
0.05,0.13,0.05,0.08555346171061136
0.05,0.13,0.06,0.08570287068684834
0.05,0.13,0.07,0.08584782918294209
0.05,0.13,0.08,0.08599151611328062
0.05,0.13,0.09,0.08613138834635355
0.05,0.13,0.1,0.08626808166503844
0.05,0.13,0.11,0.08640286763509053
0.05,0.13,0.12,0.0865357462565098
0.05,0.13,0.13,0.08666481018066344
0.05,0.13,0.14,0.08679323832193948
0.05,0.13,0.15,0.0869178517659499
0.05,0.13,0.16,0.08704182942708272
0.05,0.13,0.17,0.0871619923909499
0.05,0.13,0.18,0.08728088378906187
0.05,0.13,0.19,0.08739977518717386
0.05,0.13,0.2,0.08751485188802022
0.05,0.14,0.01,0.0847205861409499
0.05,0.14,0.02,0.08488588968912698
0.05,0.14,0.03,0.08504610697428323
0.05,0.14,0.04,0.08520314534505147
0.05,0.14,0.05,0.08535573323567647
0.05,0.14,0.06,0.08550450642903584
0.05,0.14,0.07,0.0856513722737624
0.05,0.14,0.08,0.08579378763834573
0.05,0.14,0.09,0.08593493143717386
0.05,0.14,0.1,0.08607353210449156
0.05,0.14,0.11,0.08620958964029886
0.05,0.14,0.12,0.08634183247884053
0.05,0.14,0.13,0.08647153218587178
0.05,0.14,0.14,0.08660059611002542
0.05,0.14,0.15,0.08672584533691344
0.05,0.14,0.16,0.08685045878092386
0.05,0.14,0.17,0.08697125752766866
0.05,0.14,0.18,0.08709205627441344
0.05,0.14,0.19,0.08720967610677022
0.05,0.14,0.2,0.08732475280761656
0.05,0.15,0.01,0.08452349344889261
0.05,0.15,0.02,0.0846894327799473
0.05,0.15,0.03,0.08485028584798116
0.05,0.15,0.04,0.08500796000162698
0.05,0.15,0.05,0.08516054789225198
0.05,0.15,0.06,0.08531122843424417
0.05,0.15,0.07,0.08545809427897073
0.05,0.15,0.08,0.08560178120930928
0.05,0.15,0.09,0.0857429250081374
0.05,0.15,0.1,0.08588216145833272
0.05,0.15,0.11,0.08601885477701761
0.05,0.15,0.12,0.08615173339843687
0.05,0.15,0.13,0.08628206888834573
0.05,0.15,0.14,0.08641176859537698
0.05,0.15,0.15,0.086537017822265
0.05,0.15,0.16,0.08666226704915303
0.05,0.15,0.17,0.08678370157877542
0.05,0.15,0.18,0.08690513610839781
0.05,0.15,0.19,0.08702275594075459
0.05,0.15,0.2,0.08713910420735616
0.05,0.16,0.01,0.08433021545410094
0.05,0.16,0.02,0.08449615478515562
0.05,0.16,0.03,0.08465827941894469
0.05,0.16,0.04,0.08481658935546812
0.05,0.16,0.05,0.08496917724609312
0.05,0.16,0.06,0.08512049357096292
0.05,0.16,0.07,0.08526863098144469
0.05,0.16,0.08,0.08541422526041605
0.05,0.16,0.09,0.08555600484212178
0.05,0.16,0.1,0.08569460550943948
0.05,0.16,0.11,0.08583129882812437
0.05,0.16,0.12,0.08596481323242125
0.05,0.16,0.13,0.08609578450520772
0.05,0.16,0.14,0.08622548421223897
0.05,0.16,0.15,0.086353912353515
0.05,0.16,0.16,0.08647725423177022
0.05,0.16,0.17,0.08660059611002542
0.05,0.16,0.18,0.08672075907389261
0.05,0.16,0.19,0.0868409220377598
0.05,0.16,0.2,0.08695790608723897
0.05,0.17,0.01,0.0841407521565749
0.05,0.17,0.02,0.08430669148762959
0.05,0.17,0.03,0.08446945190429625
0.05,0.17,0.04,0.0846290334065749
0.05,0.17,0.05,0.08478352864583272
0.05,0.17,0.06,0.0849342091878249
0.05,0.17,0.07,0.08508234659830667
0.05,0.17,0.08,0.08522857666015562
0.05,0.17,0.09,0.08537099202473897
0.05,0.17,0.1,0.08551022847493428
0.05,0.17,0.11,0.08564692179361917
0.05,0.17,0.12,0.08578170776367125
0.05,0.17,0.13,0.08591458638509053
0.05,0.17,0.14,0.08604301452636656
0.05,0.17,0.15,0.086170806884765
0.05,0.17,0.16,0.08629669189453062
0.05,0.17,0.17,0.08642003377278584
0.05,0.17,0.18,0.08654146830240823
0.05,0.17,0.19,0.08666035970052022
0.05,0.17,0.2,0.08677734374999937
0.05,0.18,0.01,0.08395446777343687
0.05,0.18,0.02,0.08412040710449156
0.05,0.18,0.03,0.08428443908691344
0.05,0.18,0.04,0.08444402058919209
0.05,0.18,0.05,0.0845991516113275
0.05,0.18,0.06,0.0847517395019525
0.05,0.18,0.07,0.08489987691243428
0.05,0.18,0.08,0.08504610697428323
0.05,0.18,0.09,0.08518915812174417
0.05,0.18,0.1,0.0853303019205723
0.05,0.18,0.11,0.0854676310221348
0.05,0.18,0.12,0.08560241699218687
0.05,0.18,0.13,0.08573402404785094
0.05,0.18,0.14,0.0858649953206374
0.05,0.18,0.15,0.08599342346191344
0.05,0.18,0.16,0.08611803690592386
0.05,0.18,0.17,0.08624265034993428
0.05,0.18,0.18,0.08636344909667906
0.05,0.18,0.19,0.08648424784342386
0.05,0.18,0.2,0.08660186767578062
0.05,0.19,0.01,0.08377072652180928
0.05,0.19,0.02,0.08393920898437437
0.05,0.19,0.03,0.08410260518391866
0.05,0.19,0.04,0.0842621866861973
0.05,0.19,0.05,0.08441858927408792
0.05,0.19,0.06,0.08457117716471292
0.05,0.19,0.07,0.0847205861409499
0.05,0.19,0.08,0.08486681620279886
0.05,0.19,0.09,0.085011138916015
0.05,0.19,0.1,0.08515164693196553
0.05,0.19,0.11,0.08528961181640562
0.05,0.19,0.12,0.08542439778645772
0.05,0.19,0.13,0.08555854797363219
0.05,0.19,0.14,0.08568951924641866
0.05,0.19,0.15,0.08581731160481709
0.05,0.19,0.16,0.08594383239746031
0.05,0.19,0.17,0.08606844584147073
0.05,0.19,0.18,0.08618988037109312
0.05,0.19,0.19,0.08631004333496031
0.05,0.19,0.2,0.0864289347330723
0.05,0.2,0.01,0.0835907999674473
0.05,0.2,0.02,0.0837592824300124
0.05,0.2,0.03,0.08392267862955667
0.05,0.2,0.04,0.08408353169759053
0.05,0.2,0.05,0.08424057006835875
0.05,0.2,0.06,0.08439379374186136
0.05,0.2,0.07,0.08454383850097594
0.05,0.2,0.08,0.08469134012858011
0.05,0.2,0.09,0.08483566284179625
0.05,0.2,0.1,0.08497680664062437
0.05,0.2,0.11,0.08511540730794209
0.05,0.2,0.12,0.08525082906087178
0.05,0.2,0.13,0.08538561503092386
0.05,0.2,0.14,0.08551531473795511
0.05,0.2,0.15,0.08564501444498636
0.05,0.2,0.16,0.08577217102050719
0.05,0.2,0.17,0.08589614868164
0.05,0.2,0.18,0.08601885477701761
0.05,0.2,0.19,0.0861390177408848
0.05,0.2,0.2,0.08625854492187437
0.06,0.01,0.01,0.08680404663085875
0.06,0.01,0.02,0.08695663452148375
0.06,0.01,0.03,0.08710477193196553
0.06,0.01,0.04,0.08724909464518167
0.06,0.01,0.05,0.08738960266113219
0.06,0.01,0.06,0.08752629597981709
0.06,0.01,0.07,0.08766171773274678
0.06,0.01,0.08,0.08779268900553323
0.06,0.01,0.09,0.08791984558105406
0.06,0.01,0.1,0.08804509480794209
0.06,0.01,0.11,0.0881690724690749
0.06,0.01,0.12,0.08828923543294209
0.06,0.01,0.13,0.08840749104817647
0.06,0.01,0.14,0.08852256774902281
0.06,0.01,0.15,0.08863637288411397
0.06,0.01,0.16,0.0887495422363275
0.06,0.01,0.17,0.08885953267415303
0.06,0.01,0.18,0.08896825154622334
0.06,0.01,0.19,0.08907569885253844
0.06,0.01,0.2,0.08918123881022073
0.06,0.02,0.01,0.08652811686197855
0.06,0.02,0.02,0.08668197631835875
0.06,0.02,0.03,0.08683202107747334
0.06,0.02,0.04,0.08697697957356709
0.06,0.02,0.05,0.08711812337239522
0.06,0.02,0.06,0.08725608825683531
0.06,0.02,0.07,0.08739214579264261
0.06,0.02,0.08,0.08752375284830667
0.06,0.02,0.09,0.08765218098958272
0.06,0.02,0.1,0.08777997334798116
0.06,0.02,0.11,0.08790331522623636
0.06,0.02,0.12,0.08802474975585875
0.06,0.02,0.13,0.08814364115397073
0.06,0.02,0.14,0.0882606252034499
0.06,0.02,0.15,0.08837697347005147
0.06,0.02,0.16,0.0884895070393874
0.06,0.02,0.17,0.08860204060872334
0.06,0.02,0.18,0.08871203104654886
0.06,0.02,0.19,0.08882011413574156
0.06,0.02,0.2,0.08892692565917906
0.06,0.03,0.01,0.08626045227050719
0.06,0.03,0.02,0.086414947509765
0.06,0.03,0.03,0.0865662638346348
0.06,0.03,0.04,0.08671249389648375
0.06,0.03,0.05,0.08685490926106709
0.06,0.03,0.06,0.08699478149414
0.06,0.03,0.07,0.0871308390299473
0.06,0.03,0.08,0.08726371765136656
0.06,0.03,0.09,0.08739405314127542
0.06,0.03,0.1,0.08752184549967386
0.06,0.03,0.11,0.08764709472656187
0.06,0.03,0.12,0.08776916503906187
0.06,0.03,0.13,0.08788932800292906
0.06,0.03,0.14,0.08800694783528584
0.06,0.03,0.15,0.08812456766764261
0.06,0.03,0.16,0.08823837280273375
0.06,0.03,0.17,0.0883521779378249
0.06,0.03,0.18,0.08846216837565042
0.06,0.03,0.19,0.08857215881347594
0.06,0.03,0.2,0.08868087768554625
0.06,0.04,0.01,0.08600105285644469
0.06,0.04,0.02,0.08615618387858011
0.06,0.04,0.03,0.08630877176920511
0.06,0.04,0.04,0.08645754496256448
0.06,0.04,0.05,0.08660059611002542
0.06,0.04,0.06,0.08674110412597594
0.06,0.04,0.07,0.08687779744466084
0.06,0.04,0.08,0.08701194763183531
0.06,0.04,0.09,0.08714355468749937
0.06,0.04,0.1,0.08727134704589781
0.06,0.04,0.11,0.08739786783854105
0.06,0.04,0.12,0.08752057393391866
0.06,0.04,0.13,0.08764200846354105
0.06,0.04,0.14,0.08776153564453062
0.06,0.04,0.15,0.0878791554768874
0.06,0.04,0.16,0.08799550374348897
0.06,0.04,0.17,0.0881086730957025
0.06,0.04,0.18,0.08822120666503844
0.06,0.04,0.19,0.08833119710286397
0.06,0.04,0.2,0.08843991597493428
0.06,0.05,0.01,0.08574928283691344
0.06,0.05,0.02,0.08590568542480406
0.06,0.05,0.03,0.08605954488118428
0.06,0.05,0.04,0.08620704650878844
0.06,0.05,0.05,0.0863526407877598
0.06,0.05,0.06,0.08649314880371031
0.06,0.05,0.07,0.08663174947102803
0.06,0.05,0.08,0.08676653544108011
0.06,0.05,0.09,0.08689941406249937
0.06,0.05,0.1,0.08702784220377542
0.06,0.05,0.11,0.08715499877929625
0.06,0.05,0.12,0.08727961222330667
0.06,0.05,0.13,0.08740168253580667
0.06,0.05,0.14,0.08752248128255147
0.06,0.05,0.15,0.08764010111490823
0.06,0.05,0.16,0.087757720947265
0.06,0.05,0.17,0.08787279764811136
0.06,0.05,0.18,0.08798469543456969
0.06,0.05,0.19,0.08809595743815042
0.06,0.05,0.2,0.08820658365885355
0.06,0.06,0.01,0.08550514221191344
0.06,0.06,0.02,0.08566281636555928
0.06,0.06,0.03,0.08581540425618428
0.06,0.06,0.04,0.08596481323242125
0.06,0.06,0.05,0.08611167907714781
0.06,0.06,0.06,0.08625409444173116
0.06,0.06,0.07,0.08639205932617125
0.06,0.06,0.08,0.08652748107910094
0.06,0.06,0.09,0.08666035970052022
0.06,0.06,0.1,0.08679196675618428
0.06,0.06,0.11,0.0869184875488275
0.06,0.06,0.12,0.08704564412434834
0.06,0.06,0.13,0.08716835021972594
0.06,0.06,0.14,0.08728914896647073
0.06,0.06,0.15,0.08740867614746031
0.06,0.06,0.16,0.08752693176269469
0.06,0.06,0.17,0.08764200846354105
0.06,0.06,0.18,0.08775581359863219
0.06,0.06,0.19,0.08786771138509053
0.06,0.06,0.2,0.08797897338867125
0.06,0.07,0.01,0.08526608784993428
0.06,0.07,0.02,0.08542503356933531
0.06,0.07,0.03,0.08557889302571553
0.06,0.07,0.04,0.08572957356770772
0.06,0.07,0.05,0.08587580362955667
0.06,0.07,0.06,0.08601949055989522
0.06,0.07,0.07,0.08615936279296812
0.06,0.07,0.08,0.08629605611165303
0.06,0.07,0.09,0.0864302062988275
0.06,0.07,0.1,0.08655990600585875
0.06,0.07,0.11,0.08668960571289
0.06,0.07,0.12,0.08681549072265562
0.06,0.07,0.13,0.08694073994954366
0.06,0.07,0.14,0.08706217447916605
0.06,0.07,0.15,0.08718297322591084
0.06,0.07,0.16,0.08730122884114522
0.06,0.07,0.17,0.08741694132486917
0.06,0.07,0.18,0.08753265380859312
0.06,0.07,0.19,0.08764455159505147
0.06,0.07,0.2,0.0877564493815098
0.06,0.08,0.01,0.08503339131673116
0.06,0.08,0.02,0.0851936086018874
0.06,0.08,0.03,0.08534937540690042
0.06,0.08,0.04,0.085499420166015
0.06,0.08,0.05,0.08564755757649678
0.06,0.08,0.06,0.08579124450683531
0.06,0.08,0.07,0.08593175252278584
0.06,0.08,0.08,0.08606971740722594
0.06,0.08,0.09,0.08620450337727803
0.06,0.08,0.1,0.08633547465006448
0.06,0.08,0.11,0.08646517435709573
0.06,0.08,0.12,0.08659233093261656
0.06,0.08,0.13,0.08671821594238219
0.06,0.08,0.14,0.0868409220377598
0.06,0.08,0.15,0.08696172078450459
0.06,0.08,0.16,0.08708124796549417
0.06,0.08,0.17,0.08719759623209573
0.06,0.08,0.18,0.0873139444986973
0.06,0.08,0.19,0.08742774963378844
0.06,0.08,0.2,0.08753901163736917
0.06,0.09,0.01,0.08480768839518167
0.06,0.09,0.02,0.08496663411458272
0.06,0.09,0.03,0.08512303670247334
0.06,0.09,0.04,0.08527562459309834
0.06,0.09,0.05,0.08542439778645772
0.06,0.09,0.06,0.08556744893391866
0.06,0.09,0.07,0.08570922851562437
0.06,0.09,0.08,0.08584846496581969
0.06,0.09,0.09,0.08598388671874937
0.06,0.09,0.1,0.08611612955729105
0.06,0.09,0.11,0.0862464650471999
0.06,0.09,0.12,0.08637489318847594
0.06,0.09,0.13,0.08650141398111917
0.06,0.09,0.14,0.08662412007649678
0.06,0.09,0.15,0.08674682617187437
0.06,0.09,0.16,0.08686635335286397
0.06,0.09,0.17,0.08698460896809834
0.06,0.09,0.18,0.08709968566894469
0.06,0.09,0.19,0.08721476236979105
0.06,0.09,0.2,0.08732666015624937
0.06,0.1,0.01,0.08458516438802022
0.06,0.1,0.02,0.08474665323893167
0.06,0.1,0.03,0.0849030558268223
0.06,0.1,0.04,0.0850569152832025
0.06,0.1,0.05,0.08520568847656187
