R1,R2,erro
0.01,0.01,0.09074272155761656
0.01,0.02,0.0908997599283848
0.01,0.03,0.091053619384765
0.01,0.04,0.09120048522949156
0.01,0.05,0.09134607950846292
0.01,0.06,0.09148722330729105
0.01,0.07,0.09162455240885355
0.01,0.08,0.09175997416178323
0.01,0.09,0.0918915812174473
0.01,0.1,0.09202191670735616
0.01,0.11,0.09215034484863219
0.01,0.12,0.09227495829264261
0.01,0.13,0.09239766438802022
0.01,0.14,0.092518463134765
0.01,0.15,0.09263544718424417
0.01,0.16,0.09275306701660094
0.01,0.17,0.09286750793456969
0.01,0.18,0.09297876993815042
0.01,0.19,0.09309066772460875
0.01,0.2,0.09319875081380147
0.02,0.01,0.09047950744628844
0.02,0.02,0.09063781738281187
0.02,0.03,0.09079104105631448
0.02,0.04,0.09094108581542906
0.02,0.05,0.09108731587727803
0.02,0.06,0.09122845967610616
0.02,0.07,0.09136896769205667
0.02,0.08,0.09150502522786397
0.02,0.09,0.09163790384928323
0.02,0.1,0.09176887512206969
0.02,0.11,0.09189857482910094
0.02,0.12,0.09202445983886656
0.02,0.13,0.09214843749999937
0.02,0.14,0.09227050781249937
0.02,0.15,0.09239003499348897
0.02,0.16,0.09250638326009053
0.02,0.17,0.09262145996093687
0.02,0.18,0.09273590087890562
0.02,0.19,0.09284652709960875
0.02,0.2,0.09295588175455667
0.03,0.01,0.09022328694661397
0.03,0.02,0.090382232666015
0.03,0.03,0.09053799947102803
0.03,0.04,0.09068868001302022
0.03,0.05,0.09083618164062437
0.03,0.06,0.09097859700520772
0.03,0.07,0.09111974080403584
0.03,0.08,0.09125706990559834
0.03,0.09,0.09139312744140562
0.03,0.1,0.0915253702799473
0.03,0.11,0.09165443420410094
0.03,0.12,0.09178159077962178
0.03,0.13,0.09190556844075459
0.03,0.14,0.09202827453613219
0.03,0.15,0.09214907328287698
0.03,0.16,0.09226796468098897
0.03,0.17,0.09238367716471292
0.03,0.18,0.09249748229980406
0.03,0.19,0.09261065165201761
0.03,0.2,0.09272127787272073
