R1,R2,erro
0.01,0.01,0.08588470458984312
0.01,0.02,0.08603602091471292
0.01,0.03,0.08618352254231709
0.01,0.04,0.08632657368977803
0.01,0.05,0.08646708170572855
0.01,0.06,0.08660250345865823
0.01,0.07,0.08673601786295511
0.01,0.08,0.08686635335286397
0.01,0.09,0.0869935099283848
0.01,0.1,0.08711748758951761
0.01,0.11,0.08724019368489522
0.01,0.12,0.0873603566487624
0.01,0.13,0.08747734069824156
0.01,0.14,0.08759305318196553
0.01,0.15,0.08770495096842386
0.01,0.16,0.08781684875488219
0.01,0.17,0.08792620340983011
0.01,0.18,0.08803428649902281
0.01,0.19,0.08814173380533792
0.01,0.2,0.088246002197265
0.02,0.01,0.0856062316894525
0.02,0.02,0.0857588195800775
0.02,0.03,0.08590695699055928
0.02,0.04,0.08605127970377542
0.02,0.05,0.08619305928548116
0.02,0.06,0.08632975260416605
0.02,0.07,0.08646453857421812
0.02,0.08,0.08659487406412698
0.02,0.09,0.08672330220540303
0.02,0.1,0.08684982299804625
0.02,0.11,0.08697316487630147
0.02,0.12,0.08709332784016866
0.02,0.13,0.08721158345540303
0.02,0.14,0.08732793172200459
0.02,0.15,0.08744237263997334
0.02,0.16,0.08755490620930928
0.02,0.17,0.0876655324300124
0.02,0.18,0.08777488708496031
0.02,0.19,0.08788169860839781
0.02,0.2,0.08798787434895772
0.03,0.01,0.08533665974934834
0.03,0.02,0.08548924763997334
0.03,0.03,0.08563929239908792
0.03,0.04,0.08578425089518167
0.03,0.05,0.085926666259765
0.03,0.06,0.08606526692708272
0.03,0.07,0.0862000528971348
0.03,0.08,0.08633356730143167
0.03,0.09,0.08646326700846292
0.03,0.1,0.08658851623535094
0.03,0.11,0.08671312967936136
0.03,0.12,0.08683392842610616
0.03,0.13,0.08695472717285094
0.03,0.14,0.08707171122233011
0.03,0.15,0.08718678792317647
0.03,0.16,0.08730059305826761
0.03,0.17,0.08741312662760355
0.03,0.18,0.08752184549967386
0.03,0.19,0.08763056437174417
0.03,0.2,0.08773801167805928
0.04,0.01,0.08507344563802022
0.04,0.02,0.08522857666015562
0.04,0.03,0.08537925720214781
0.04,0.04,0.08552612304687437
0.04,0.05,0.08566853841145772
0.04,0.06,0.08580841064453062
0.04,0.07,0.08594510396321553
0.04,0.08,0.0860779825846348
0.04,0.09,0.08620768229166605
0.04,0.1,0.08633611043294209
0.04,0.11,0.08646135965983011
0.04,0.12,0.08658342997233011
0.04,0.13,0.0867042287190749
0.04,0.14,0.08682248433430928
0.04,0.15,0.08693883260091084
0.04,0.16,0.08705327351887959
0.04,0.17,0.08716644287109312
0.04,0.18,0.08727834065755147
0.04,0.19,0.08738769531249937
0.04,0.2,0.08749450683593687
0.05,0.01,0.08481849670410094
0.05,0.02,0.08497553507486917
0.05,0.03,0.08512748718261656
0.05,0.04,0.08527435302734312
0.05,0.05,0.08541867574055928
0.05,0.06,0.0855591837565098
0.05,0.07,0.0856965128580723
0.05,0.08,0.08583066304524678
0.05,0.09,0.08596099853515562
0.05,0.1,0.08609069824218687
0.05,0.11,0.0862159474690749
0.05,0.12,0.08633992513020772
0.05,0.13,0.0864607238769525
0.05,0.14,0.08658025105794209
0.05,0.15,0.08669723510742125
0.05,0.16,0.08681294759114522
0.05,0.17,0.08692675272623636
0.05,0.18,0.08703865051269469
0.05,0.19,0.08714991251627542
0.05,0.2,0.08725863138834573
0.06,0.01,0.08457181294759053
0.06,0.02,0.08472948710123636
0.06,0.03,0.08488207499186136
0.06,0.04,0.08502957661946553
0.06,0.05,0.08517517089843687
0.06,0.06,0.085316314697265
0.06,0.07,0.08545491536458272
0.06,0.08,0.08558906555175719
0.06,0.09,0.08572194417317647
0.06,0.1,0.08585100809733011
0.06,0.11,0.08597752888997334
